2022-12-28 00:20:00+00:00,POINT (-2724.6277665310454 6866.2081834436985),0,AtHome,Starving,Sleeping,926,78454.2436824101,254.0,Stable,12.0,19761.772422382997
2022-12-28 00:20:00+00:00,POINT (-1526.9372331431534 5582.2951345645315),1,AtHome,BecomingHungry,Sleeping,928,65076.46419912495,929.0,Stable,12.0,16379.926074145364
2022-12-28 00:20:00+00:00,POINT (-1360.9905987829304 2108.804385379679),2,AtHome,BecomingHungry,Sleeping,291,58276.46425643787,348.0,Stable,16.0,29296.66786570512
2022-12-28 00:20:00+00:00,POINT (-1558.517200825967 5600.664347152427),3,AtHome,Hungry,Sleeping,1243,55095.39378930762,316.0,Stable,12.0,13843.20541767933
2022-12-28 00:20:00+00:00,POINT (1488.8432645870707 3503.579947354824),4,AtHome,Hungry,Sleeping,136,68247.53324696406,177.0,Stable,20.0,68330.9566218249
2022-03-02 16:20:00+00:00,POINT (1395.1218724865523 3442.311786368874),4,AtHome,JustAte,Awake,375,622.0756793212043,177.0,Unstable,20.0,0.0
2022-03-01 00:00:00+00:00,POINT (976.2409614204214 4574.575079082071),4,AtHome,JustAte,Sleeping,194,-681.6505879983722,177.0,Unstable,20.0,0.0
2022-12-28 00:20:00+00:00,POINT (-1525.6957374012197 1994.5285187115571),5,AtHome,BecomingHungry,Sleeping,243,5210.649997832719,33.0,Stable,20.0,4757.803928133001
2022-12-28 00:20:00+00:00,POINT (1795.1297501295278 3238.4053705049837),6,AtHome,BecomingHungry,Sleeping,183,3195.5633805540087,89.0,Stable,20.0,2846.96066060686
2022-12-28 00:20:00+00:00,POINT (-1023.8165705255449 1578.3713681439597),7,AtHome,Hungry,Sleeping,97,39413.981054134696,270.0,Stable,20.0,39105.87720240767
2022-12-28 00:20:00+00:00,POINT (616.2956028633527 2274.8909931311796),8,AtHome,BecameFull,Sleeping,321,14874.083902136888,20.0,Stable,20.0,14079.99955029388
2022-12-28 00:20:00+00:00,POINT (-2034.686980076759 2030.381539383028),9,AtHome,Hungry,Sleeping,355,112967.73766492112,21.0,Stable,16.0,56978.43856821117
2022-12-28 00:20:00+00:00,POINT (1814.98579620458 5202.324736027698),10,AtHome,BecomingHungry,Sleeping,91,53135.16732311068,29.0,Stable,16.0,26692.10678362097
2022-12-28 00:20:00+00:00,POINT (-4565.6827138156195 7005.636929989713),11,AtHome,BecomingHungry,Sleeping,1582,52992.32726027881,625.0,Stable,12.0,13303.086869161803
2022-12-28 00:20:00+00:00,POINT (-497.3677634959754 6363.886889857202),12,AtHome,BecomingHungry,Sleeping,1198,48959.10380411182,1205.0,Stable,12.0,12293.136578249716
2022-12-28 00:20:00+00:00,POINT (581.8384408333688 3529.4152341625972),13,AtHome,Hungry,Sleeping,141,34195.249939804526,330.0,Stable,20.0,33574.39184562147
2022-12-28 00:20:00+00:00,POINT (1591.8298888318336 4013.7639158217444),14,AtHome,BecomingHungry,Sleeping,66,51518.17391628532,139.0,Stable,20.0,51246.86497450222
2022-12-28 00:20:00+00:00,POINT (-1675.0510095550928 5609.338507213533),15,AtHome,Starving,Sleeping,930,49772.82110264149,730.0,Stable,12.0,12560.881926254258
2022-12-28 00:20:00+00:00,POINT (1831.7873304297461 5320.646245105632),16,AtHome,BecameFull,Sleeping,101,85210.2884492912,297.0,Stable,16.0,42937.04344682486
2022-12-28 00:20:00+00:00,POINT (-1701.950647608051 5620.022677890126),17,AtHome,Starving,Sleeping,1003,161743.3639187887,603.0,Stable,12.0,40874.645399827255
2022-12-28 00:20:00+00:00,POINT (-1076.5842362188507 2994.728261285693),18,AtHome,Starving,Sleeping,482,161090.985321701,278.0,Stable,12.0,40698.05501379346
2022-12-28 00:20:00+00:00,POINT (1794.856951027348 3435.370711304074),19,AtHome,JustAte,Awake,276,74944.43334860462,206.0,Stable,16.0,37762.46204256356
2022-12-28 00:20:00+00:00,POINT (-1422.8753026578263 2066.5737215664585),20,AtHome,BecameFull,Sleeping,301,45657.135902383365,342.0,Stable,16.0,22901.62286707196
2022-12-28 00:20:00+00:00,POINT (1412.644760167943 3414.0178787864565),21,AtHome,BecameFull,Awake,169,6177.298025732664,301.0,Stable,20.0,5605.563523316044
2022-12-28 01:05:00+00:00,POINT (1633.4086345568762 4461.730793578187),22,AtHome,BecameFull,PrepareToSleep,88,14722.451054520428,102.0,Stable,20.0,14068.100965728649
2022-12-28 00:20:00+00:00,POINT (-1107.227708359132 3065.5453427229895),23,AtHome,Starving,Sleeping,532,35014.78621991891,1037.0,Stable,12.0,17505.637499624114
2022-12-28 00:50:00+00:00,POINT (-1527.1275555605914 2059.53529486834),24,AtHome,BecomingHungry,PrepareToSleep,309,68013.03164844742,57.0,Stable,16.0,34225.64087980949
2022-12-28 00:20:00+00:00,POINT (-1694.505856483093 2049.322365937635),25,AtHome,JustAte,Sleeping,273,45073.60916264374,159.0,Stable,16.0,22596.91571148493
2022-12-28 00:20:00+00:00,POINT (-1636.260455452556 2061.364222168615),26,AtHome,JustAte,Awake,371,38873.1455513465,194.0,Stable,16.0,19472.80913026769
2022-12-28 00:20:00+00:00,POINT (-1559.4010602968729 5661.229908784321),27,AtHome,Starving,Sleeping,1239,49138.65281569653,585.0,Stable,12.0,24662.95405683922
2022-12-28 00:20:00+00:00,POINT (-1555.4794152338718 5688.7132394402315),28,AtHome,BecomingHungry,Sleeping,1254,120404.243713245,1244.0,Stable,12.0,60802.80671939294
2022-12-28 00:20:00+00:00,POINT (2223.5624472994955 4862.063619308975),29,AtHome,Hungry,Sleeping,344,32991.84522061442,80.0,Stable,16.0,16454.547624301507
2022-03-01 00:00:00+00:00,POINT (1392.4006528599325 3610.69922294319),30,AtHome,JustAte,Awake,50,-582.1865218078744,154.0,Unstable,20.0,0.0
2022-12-28 01:10:00+00:00,POINT (686.0858044772576 2922.7380939410023),30,AtHome,BecomingHungry,PrepareToSleep,284,2360.02428127404,619.0,Stable,20.0,1611.2983473899108
2022-03-02 17:00:00+00:00,POINT (1425.180932674061 3318.389052821677),30,AtHome,BecameFull,Awake,38,191.62406874947985,154.0,Unstable,20.0,0.0
2022-12-28 00:20:00+00:00,POINT (-1189.5514924340619 2890.7553818484876),31,AtHome,Starving,Sleeping,810,135273.64419442991,932.0,Stable,12.0,34145.39233171569
2022-12-28 00:20:00+00:00,POINT (-634.0344080258775 6277.753144833072),32,AtHome,Starving,Sleeping,1146,48071.324906473325,832.0,Stable,12.0,12057.188426028286
2022-12-28 00:20:00+00:00,POINT (-4597.6533240783865 7069.886826197356),33,AtHome,Starving,Sleeping,1397,108814.68298315031,803.0,Stable,12.0,54880.27006250882
2022-03-01 00:00:00+00:00,POINT (1386.7709448307846 4931.974943571377),34,AtHome,JustAte,Awake,29,-185.01233846441968,319.0,Unstable,20.0,0.0
2022-03-01 17:10:00+00:00,POINT (2028.308962527908 4454.498353242505),34,AtHome,BecomingHungry,Awake,145,60.97983914111444,319.0,Unstable,20.0,0.0
2022-12-28 00:20:00+00:00,POINT (2043.7166708902068 4346.287600576919),34,AtHome,BecomingHungry,Awake,35,21220.876155599297,319.0,Stable,20.0,20833.41335828854
2022-12-28 00:20:00+00:00,POINT (1496.9438618070185 3428.2506460665654),35,AtHome,BecomingHungry,Sleeping,215,3890.8688110016014,294.0,Stable,20.0,3431.5299213729195
2022-12-28 00:20:00+00:00,POINT (-1844.165240520775 1848.9603894453562),36,AtHome,BecomingHungry,Sleeping,111,132912.51614150713,212.0,Stable,16.0,67092.62431851026
2022-12-28 00:20:00+00:00,POINT (-2414.077403801369 6211.71081880048),37,AtHome,Hungry,Sleeping,1080,46413.75913683368,367.0,Stable,12.0,11639.575799357346
2022-12-28 00:20:00+00:00,POINT (-1837.5939136403147 6234.563888603619),38,AtHome,Starving,Sleeping,1216,36809.86997196217,1022.0,Stable,12.0,9206.291913328598
2022-12-28 00:20:00+00:00,POINT (1247.7570674966007 4770.987783190005),39,AtHome,BecomingHungry,Sleeping,188,23434.97409463928,171.0,Stable,20.0,23112.37014061185
2022-12-28 00:20:00+00:00,POINT (-5.487087530871604 5360.671874544664),40,AtHome,BecameFull,Sleeping,977,5640.062049744886,534.0,Stable,20.0,5216.045378964
2022-12-28 00:20:00+00:00,POINT (1414.7791622923082 3331.7608931825744),41,AtHome,BecomingHungry,Sleeping,245,4842.607901808945,54.0,Stable,20.0,4347.169590428772
2022-12-28 00:20:00+00:00,POINT (-4398.2543834565 4637.204365012328),42,AtHome,Starving,Sleeping,1471,45757.396092122224,723.0,Stable,12.0,22922.354441933927
2022-12-28 00:20:00+00:00,POINT (-604.5425301346507 6205.663077468948),43,AtHome,Starving,Sleeping,934,101799.07050688326,1019.0,Stable,12.0,51365.14440826758
2022-03-01 00:00:00+00:00,POINT (592.6865615487636 626.0149920329762),44,AtHome,JustAte,Sleeping,,2051.1945850728384,289.0,Unknown,20.0,0.0
2022-12-28 00:20:00+00:00,POINT (-2508.713200348066 6783.37726594192),45,AtHome,Starving,Sleeping,955,132272.590124042,286.0,Stable,12.0,33391.32787880458
2022-12-28 00:20:00+00:00,POINT (-583.0046403572655 6187.016515533001),46,AtHome,Starving,Sleeping,985,43396.55945475797,1228.0,Stable,12.0,10877.713075328851
2022-12-28 00:20:00+00:00,POINT (-1460.1537460532932 955.2875318639223),47,AtHome,BecomingHungry,Sleeping,58,39874.68133804399,222.0,Stable,16.0,19922.039829970057
2022-12-28 00:20:00+00:00,POINT (1219.2110639210114 3499.3456481089634),48,AtHome,BecomingHungry,Sleeping,115,36513.97767565749,66.0,Stable,16.0,18231.107319422517
2022-12-28 00:20:00+00:00,POINT (-1659.8970581130227 6256.300713352074),49,AtHome,Starving,Sleeping,1247,130454.51604777556,1024.0,Stable,12.0,65867.78234125482
2022-12-28 00:20:00+00:00,POINT (2175.6993584489587 4976.439447130084),50,AtHome,BecomingHungry,Sleeping,279,35881.62989539135,112.0,Stable,16.0,17798.17289302214
2022-12-28 00:20:00+00:00,POINT (1357.7433423875268 3265.1288681545407),51,AtHome,Starving,Sleeping,90,117826.22168033368,24.0,Stable,16.0,59442.00047086262
2022-12-28 00:20:00+00:00,POINT (570.8349402894696 1904.4644507325406),52,AtHome,BecomingHungry,Sleeping,336,7560.0838647154915,192.0,Stable,20.0,6921.988123228173
2022-12-28 00:35:00+00:00,POINT (-3329.249928833953 7758.6958694823425),53,AtHome,BecomingHungry,PrepareToSleep,1599,31007.351666641487,1211.0,Stable,12.0,7728.708343362131
2022-12-28 00:20:00+00:00,POINT (1011.6371106179822 4572.68963025417),54,AtHome,BecomingHungry,Sleeping,196,59098.78393692039,71.0,Stable,20.0,58569.35490380187
2022-12-28 00:20:00+00:00,POINT (-1590.3908790256119 1882.6417834648523),55,AtHome,Hungry,Sleeping,92,4792.129804594224,38.0,Stable,20.0,4293.138016370647
2022-12-28 00:20:00+00:00,POINT (2264.203852555873 4065.5602161190236),56,AtHome,BecameFull,Sleeping,44,16575.364094210607,128.0,Stable,20.0,15881.076831670242
2022-12-28 00:20:00+00:00,POINT (2205.7400940450148 5216.3176837740175),57,AtHome,Hungry,Sleeping,16,99682.44354403648,76.0,Stable,16.0,50233.59006526884
2022-12-28 00:20:00+00:00,POINT (-1101.839043256292 2497.570196722187),58,AtHome,BecomingHungry,Sleeping,682,128611.1175028576,549.0,Stable,12.0,32471.3149710346
2022-12-28 00:20:00+00:00,POINT (-2520.8523100951006 6201.628822676936),59,AtHome,BecomingHungry,Sleeping,1165,101308.28177696506,581.0,Stable,12.0,25548.53016552496
